"Company","Item","Calories","Total.Fat..g.","Saturated.Fat..g.","Carbs..g.","Fiber..g.","Sugars..g.","Protein..g.","Salt.g"
"Taco Bell","Cinnabon® Delights™ (2 Pack) (V)",160,9,2,17,0,10,2,0.2
"Taco Bell","Cinnabon® Delights™ (12 Pack – Serves 4) (V)",930,53,13,104,3,59,9,1.2
"Taco Bell","Grande Toasted Breakfast Burrito – Bacon",560,30,10,49,4,3,24,3.225
"Taco Bell","Grande Toasted Breakfast Burrito – Sausage",560,31,10,49,4,3,22,2.875
"Taco Bell","Grande Toasted Breakfast Burrito – Steak",560,28,9,50,4,3,27,3.275
"Taco Bell","Hash Brown (V)",160,12,1,13,2,0,1,0.675
"Taco Bell","Hash Brown Toasted Breakfast Burrito – Bacon",570,33,10,49,4,2,21,3.175
"Taco Bell","Hash Brown Toasted Breakfast Burrito – Sausage",570,34,10,49,4,2,18,2.825
"Taco Bell","Hash Brown Toasted Breakfast Burrito – Steak",570,30,9,50,4,2,24,3.225
"Taco Bell","7-Up (16 fl oz)",190,NA,NA,NA,NA,46,NA,0.115
"Taco Bell","Brisk® Mango Iced Tea (16 fl oz)",100,NA,NA,NA,NA,26,NA,0.065
"Taco Bell","Brisk® Unsweetened No Lemon Iced Tea (16 fl oz)",0,NA,NA,NA,NA,0,NA,0
"Taco Bell","Diet Dr Pepper® (16 fl oz)",0,NA,NA,NA,NA,0,NA,0
"Taco Bell","Diet Mtn Dew® (16 fl oz)",5,NA,NA,NA,NA,1,NA,0.0025
"Taco Bell","Diet Pepsi® (16 fl oz)",0,NA,NA,NA,NA,0,NA,0
"Taco Bell","Dr Pepper® (16 fl oz)",190,NA,NA,NA,NA,51,NA,0.13
"Taco Bell","G2 – Fruit Punch (16 fl oz)",30,NA,NA,NA,NA,6,NA,0.0175
"Taco Bell","Mtn Dew® (16 fl oz)",220,NA,NA,NA,NA,58,NA,0.1475
"Taco Bell","Mtn Dew® Baja Blast™ (16 fl oz)",220,NA,NA,NA,NA,59,NA,0.1475
"Taco Bell","Mtn Dew® Baja Blast Zero Sugar (16 fl oz)",5,NA,NA,NA,NA,0,NA,0
"Taco Bell","Mtn Dew® Kickstart™ Orange Citrus (16 fl oz)",70,NA,NA,NA,NA,18,NA,0.045
"Taco Bell","Mug® Root Beer (16 fl oz)",190,NA,NA,NA,NA,52,NA,0.13
"Taco Bell","Pepsi® (16 fl oz)",200,NA,NA,NA,NA,55,NA,0.1375
"Taco Bell","Pepsi® Wild Cherry (16 fl oz)",210,NA,NA,NA,NA,56,NA,0.14
"Taco Bell","Pepsi® Zero Sugar (16 fl oz)",0,NA,NA,NA,NA,0,NA,0
"Taco Bell","Sierra Mist® (16 fl oz)",200,NA,NA,NA,NA,54,NA,0.135
"Taco Bell","Tropicana® Pink Lemonade (16 fl oz)",210,NA,NA,NA,NA,53,NA,0.1325
"Taco Bell","7-Up (20 fl oz)",240,NA,NA,NA,NA,58,NA,0.145
"Taco Bell","Brisk® Mango Iced Tea (20 fl oz)",120,NA,NA,NA,NA,32,NA,0.08
"Taco Bell","Brisk® Unsweetened No Lemon Iced Tea (20 fl oz)",0,NA,NA,NA,NA,0,NA,0
"Taco Bell","Diet Dr Pepper® (20 fl oz)",0,NA,NA,NA,NA,0,NA,0
"Taco Bell","Diet Mtn Dew® (20 fl oz)",10,NA,NA,NA,NA,1,NA,0.0025
"Taco Bell","Diet Pepsi® (20 fl oz)",0,NA,NA,NA,NA,0,NA,0
"Taco Bell","Dr Pepper® (20 fl oz)",240,NA,NA,NA,NA,64,NA,0.1625
"Taco Bell","G2 – Fruit Punch (20 fl oz)",35,NA,NA,NA,NA,8,NA,0.0225
"Taco Bell","Mtn Dew® (20 fl oz)",270,NA,NA,NA,NA,73,NA,0.1825
"Taco Bell","Mtn Dew® Baja Blast™ (20 fl oz)",280,NA,NA,NA,NA,73,NA,0.185
"Taco Bell","Mtn Dew® Baja Blast Zero Sugar (20 fl oz)",10,NA,NA,NA,NA,0,NA,0
"Taco Bell","Mtn Dew® Kickstart™ Orange Citrus (20 fl oz)",90,NA,NA,NA,NA,22,NA,0.0575
"Taco Bell","Mug® Root Beer (20 fl oz)",240,NA,NA,NA,NA,65,NA,0.1625
"Taco Bell","Pepsi® (20 fl oz)",250,NA,NA,NA,NA,69,NA,0.1725
"Taco Bell","Pepsi® Wild Cherry (20 fl oz)",260,NA,NA,NA,NA,70,NA,0.175
"Taco Bell","Pepsi® Zero Sugar (20 fl oz)",0,NA,NA,NA,NA,0,NA,0
"Taco Bell","Sierra Mist® (20 fl oz)",260,NA,NA,NA,NA,68,NA,0.17
"Taco Bell","Tropicana® Pink Lemonade (20 fl oz)",260,NA,NA,NA,NA,67,NA,0.1675
"Taco Bell"," ",NA,NA,NA,NA,NA,NA,NA,NA
"Taco Bell","FOUNTAIN BEVERAGES (30 OZ)",NA,NA,NA,NA,NA,NA,NA,NA
"Taco Bell","7-Up (30 fl oz)",350,NA,NA,NA,NA,87,NA,0.2175
"Taco Bell","Brisk® Mango Iced Tea (30 fl oz)",180,NA,NA,NA,NA,48,NA,0.12
"Taco Bell","Brisk® Unsweetened No Lemon Iced Tea (30 fl oz)",0,NA,NA,NA,NA,0,NA,0
"Taco Bell","Diet Dr Pepper® (30 fl oz)",0,NA,NA,NA,NA,0,NA,0.0025
"Taco Bell","Diet Mtn Dew® (30 fl oz)",10,NA,NA,NA,NA,1,NA,0.0025
"Taco Bell","Diet Pepsi® (30 fl oz)",0,NA,NA,NA,NA,0,NA,0
"Taco Bell","Dr Pepper® (30 fl oz)",360,NA,NA,NA,NA,96,NA,0.245
"Taco Bell","G2 – Fruit Punch (30 fl oz)",50,NA,NA,NA,NA,12,NA,0.0325
"Taco Bell","Mtn Dew® (30 fl oz)",410,NA,NA,NA,NA,109,NA,0.275
"Taco Bell","Mtn Dew® Baja Blast™ (30 fl oz)",420,NA,NA,NA,NA,110,NA,0.275
"Taco Bell","Mtn Dew® Baja Blast Zero Sugar (30 fl oz)",15,NA,NA,NA,NA,0,NA,0
"Taco Bell","Mtn Dew® Kickstart™ Orange Citrus (30 fl oz)",130,NA,NA,NA,NA,33,NA,0.085
"Taco Bell","Mug® Root Beer (30 fl oz)",360,NA,NA,NA,NA,98,NA,0.245
"Taco Bell","Pepsi® (30 fl oz)",380,NA,NA,NA,NA,103,NA,0.26
"Taco Bell","Pepsi® Wild Cherry (30 fl oz)",390,NA,NA,NA,NA,105,NA,0.2625
"Taco Bell","Pepsi® Zero Sugar (30 fl oz)",0,NA,NA,NA,NA,0,NA,NA
"Taco Bell","Sierra Mist® (30 fl oz)",380,NA,NA,NA,NA,101,NA,0.2525
"Taco Bell","Tropicana® Pink Lemonade (30 fl oz)",390,NA,NA,NA,NA,100,NA,0.25
"Pizza Hut","Detroit Double Cheesy Pizza Slice",280,12,6,31,2,2,13,1.4
"Pizza Hut","Detroit Double Pepperoni Pizza Slice",330,17,7,30,2,2,14,1.8
"Pizza Hut","Detroit Meaty Pizza Slice",320,16,6,31,2,2,14,1.6
"Pizza Hut","Detroit Supremo Pizza Slice",290,13,6,31,2,2,13,1.425
"Pizza Hut","Pan Pizza Slices Backyard BBQ Chicken Personal Pan",180,6,2,25,1,8,8,0.925
"Pizza Hut","Pan Pizza Slices Backyard BBQ Chicken Medium",270,10,4,33,2,6,11,1.125
"Pizza Hut","Pan Pizza Slices Backyard BBQ Chicken Large",380,16,6,43,2,7,16,1.625
"Pizza Hut","Pan Pizza Slices Beyond Meat® Pepperoni Medium",240,10,4.5,29,2,1,10,1.175
"Pizza Hut","Pan Pizza Slices Beyond Meat® Pepperoni Large",350,16,6,38,3,2,14,1.7
"Pizza Hut","Pan Pizza Slices Buffalo Chicken Personal Pan",160,5,2,22,1,2,7,1.425
"Pizza Hut","Pan Pizza Slices Buffalo Chicken Medium",240,9,3.5,31,2,2,11,1.7
"Pizza Hut","Pan Pizza Slices Buffalo Chicken Large",350,14,5,40,2,2,15,2.125
"Pizza Hut","Pan Pizza Slices Cheese Personal Pan",150,6,2.5,17,1,2,7,0.775
"Pizza Hut","Pan Pizza Slices Cheese Medium",250,10,4.5,28,2,1,11,1.125
"Pizza Hut","Pan Pizza Slices Cheese Large",360,17,7,37,2,2,16,1.65
"Pizza Hut","Pan Pizza Slices Chicken Bacon Parmesan Personal Pan",180,8,3,17,1,2,9,0.875
"Pizza Hut","Pan Pizza Slices Chicken Bacon Parmesan Medium",270,13,4.5,27,2,1,12,1.175
"Pizza Hut","Pan Pizza Slices Chicken Bacon Parmesan Large",390,20,7,35,2,2,18,1.7
"Pizza Hut","Pan Pizza Slices Hawaiian Chicken Personal Pan",150,5,2,18,1,3,8,0.825
"Pizza Hut","Pan Pizza Slices Hawaiian Chicken Medium",240,9,3.5,29,2,2,12,1.2
"Pizza Hut","Pan Pizza Slices Hawaiian Chicken Large",350,15,5,38,2,3,17,1.725
"Pizza Hut","Pan Pizza Slices Meat Lover’s® Personal Pan",210,12,4.5,18,1,2,9,1.15
"Pizza Hut","Pan Pizza Slices Meat Lover’s® Medium",320,17,6,28,2,1,13,1.6
"Pizza Hut","Pan Pizza Slices Meat Lover’s® Large",470,27,10,37,2,2,19,2.35
"Pizza Hut","Pan Pizza Slices Pepperoni Personal Pan",150,7,2.5,17,1,2,6,0.775
"Pizza Hut","Pan Pizza Slices Pepperoni Medium",250,11,4.5,28,2,1,10,1.175
"Pizza Hut","Pan Pizza Slices Pepperoni Large",370,18,6,36,2,2,15,1.7
"Pizza Hut","Pan Pizza Slices Pepperoni Lover’s® Personal Pan",180,9,3.5,17,1,2,8,0.925
"Pizza Hut","Pan Pizza Slices Pepperoni Lover’s® Medium",300,15,6,28,2,1,13,1.45
"Pizza Hut","Pan Pizza Slices Pepperoni Lover’s® Large",440,24,9,37,3,2,19,2.125
"Pizza Hut","Pan Pizza Slices Supreme Personal Pan",170,8,3,18,1,2,7,0.9
"Pizza Hut","Pan Pizza Slices Supreme Medium",270,13,5,29,2,2,11,1.25
"Pizza Hut","Pan Pizza Slices Supreme Large",390,20,7,37,2,2,16,1.85
"Pizza Hut","Pan Pizza Slices Ultimate Cheese Lover’s® Personal Pan",170,8,3.5,17,1,2,8,0.825
"Pizza Hut","Pan Pizza Slices Ultimate Cheese Lover’s® Medium",270,13,5,27,2,1,12,1.175
"Pizza Hut","Pan Pizza Slices Ultimate Cheese Lover’s® Large",390,20,8,36,2,2,17,1.675
"Pizza Hut","Pan Pizza Slices Veggie Lover’s® Personal Pan",140,5,2,18,1,2,6,0.725
"Pizza Hut","Pan Pizza Slices Veggie Lover’s® Medium",230,9,3.5,29,2,2,9,1.05
"Pizza Hut","Pan Pizza Slices Veggie Lover’s® Large",330,15,5,38,3,3,14,1.55
"Pizza Hut","Hand Tossed Slices Backyard BBQ Chicken Small",140,4,2,20,1,4,6,0.625
"Pizza Hut","Hand Tossed Slices Backyard BBQ Chicken Medium",220,7,3,31,2,6,10,0.975
"Pizza Hut","Hand Tossed Slices Backyard BBQ Chicken Large",300,10,4.5,40,2,7,14,1.325
"Pizza Hut","Hand Tossed Slices Beyond Meat® Pepperoni Medium",200,7,3.5,26,2,1,9,1.025
"Pizza Hut","Hand Tossed Slices Beyond Meat® Pepperoni Large",280,10,5,35,3,2,12,1.4
"Pizza Hut","Hand Tossed Slices  Buffalo Chicken Small",130,3.5,1.5,19,NA,NA,6,0.95
"Pizza Hut","Hand Tossed Slices  Buffalo Chicken Medium",200,5,2.5,28,2,1,9,1.4
"Pizza Hut","Hand Tossed Slices  Buffalo Chicken Large",270,8,4,37,2,2,13,1.85
"Pizza Hut","Hand Tossed Slices Cheese Small",130,4.5,2,17,1,NA,6,0.625
"Pizza Hut","Hand Tossed Slices Cheese Medium",210,8,3.5,26,2,1,10,0.975
"Pizza Hut","Hand Tossed Slices Cheese Large",290,10,5,34,3,2,13,1.35
"Pizza Hut","Hand Tossed Slices Chicken Bacon Parmesan Small",150,6,2.5,16,1,NA,7,0.675
"Pizza Hut","Hand Tossed Slices Chicken Bacon Parmesan Medium",230,9,4,25,2,1,11,1.025
"Pizza Hut","Hand Tossed Slices Chicken Bacon Parmesan Large",310,13,5,33,2,1,16,1.4
"Pizza Hut","Hand Tossed Slices Hawaiian Chicken Small",130,4,1.5,17,1,1,7,0.675
"Pizza Hut","Hand Tossed Slices Hawaiian Chicken Medium",210,6,3,27,2,2,10,1.05
"Pizza Hut","Hand Tossed Slices Hawaiian Chicken Large",280,9,4,36,3,3,15,1.45
"Pizza Hut","Hand Tossed Slices Meat Lover’s® Small",180,9,3.5,17,1,NA,7,0.925
"Pizza Hut","Hand Tossed Slices Meat Lover’s® Medium",290,15,6,26,2,1,12,1.475
"Pizza Hut","Hand Tossed Slices Meat Lover’s® Large",390,21,8,34,3,2,17,2.075
"Pizza Hut","Hand Tossed Slices Pepperoni Small",130,5,2,16,1,NA,6,0.65
"Pizza Hut","Hand Tossed Slices Pepperoni Medium",220,9,4,25,2,1,9,1.05
"Pizza Hut","Hand Tossed Slices Pepperoni Large",300,13,6,34,3,2,13,1.475
"Pizza Hut","Hand Tossed Slices Pepperoni Lover’s® Small",160,7,3,17,1,NA,7,0.775
"Pizza Hut","Hand Tossed Slices Pepperoni Lover’s® Medium",270,13,6,26,2,1,12,1.325
"Pizza Hut","Hand Tossed Slices Pepperoni Lover’s® Large",370,18,8,35,3,2,17,1.85
"Pizza Hut","Hand Tossed Slices Supreme Small",150,6,2.5,17,1,1,6,0.7
"Pizza Hut","Hand Tossed Slices Supreme Medium",240,10,4,26,2,2,10,1.125
"Pizza Hut","Hand Tossed Slices Supreme Large",320,14,6,35,3,2,14,1.575
"Pizza Hut","Hand Tossed Slices Ultimate Cheese Lover’s® Small",150,6,2.5,16,1,NA,6,0.625
"Pizza Hut","Hand Tossed Slices Ultimate Cheese Lover’s® Medium",230,10,4.5,25,2,1,11,0.975
"Pizza Hut","Hand Tossed Slices Ultimate Cheese Lover’s® Large",310,13,6,33,2,1,15,1.35
"Pizza Hut","Hand Tossed Slices Veggie Lover’s® Small",120,4,1.5,17,1,1,5,0.575
"Pizza Hut","Hand Tossed Slices Veggie Lover’s® Medium",200,6,2.5,27,2,2,8,0.925
"Pizza Hut","Hand Tossed Slices Veggie Lover’s® Large",260,9,4,36,3,3,11,1.275
